 PersonId , FinancialYearId , Income , TaxPayable 
 97 , 4 , 468117 , 7453 
 80 , 6 , 180582 , 5653 
 818 , 7 , 127992 , 5653 
 423 , 5 , 282873 , 9953 
 728 , 4 , 207686 , 7453 
 42 , 8 , 457703 , 9953 
 864 , 6 , 195396 , 7453 
 821 , 8 , 474798 , 6653 
 83 , 5 , 352656 , 7453 
 640 , 6 , 276756 , 7453 
 675 , 5 , 201530 , 7453 
 360 , 2 , 240079 , 7453 
 601 , 7 , 399473 , 9953 
 848 , 7 , 467186 , 7453 
 769 , 3 , 285246 , 7453 
 763 , 7 , 140001 , 4753 
 13 , 5 , 137457 , 7453 
 202 , 2 , 298836 , 7453 
 940 , 1 , 70808 , 6653 
 767 , 7 , 280503 , 9953 
 930 , 8 , 355648 , 6653 
 655 , 8 , 121555 , 7453 
 714 , 4 , 998443 , 9953 
 630 , 5 , 451015 , 7453 
 911 , 7 , 387672 , 5653 
 24 , 3 , 440016 , 7453 
 625 , 1 , 355474 , 10953 
 627 , 3 , 485231 , 4753 
 614 , 6 , 53660 , 7453 
 387 , 3 , 499829 , 7453 
 620 , 2 , 153054 , 10953 
 710 , 2 , 392523 , 9953 
 198 , 4 , 56011 , 4753 
 776 , 7 , 376435 , 7453 
 556 , 4 , 498457 , 7453 
 547 , 3 , 457473 , 9953 
 28 , 1 , 364971 , 4753 
 491 , 3 , 142373 , 9953 
 886 , 5 , 301665 , 7453 
 125 , 5 , 217644 , 10953 
 924 , 7 , 995099 , 7453 
 938 , 8 , 376852 , 5653 
 127 , 7 , 218361 , 4753 
 584 , 1 , 402949 , 7453 
 222 , 6 , 491412 , 5653 
 843 , 2 , 234540 , 7453 
 451 , 7 , 120223 , 9953 
 929 , 2 , 261211 , 4753 
 986 , 3 , 129638 , 6653 
 965 , 2 , 316404 , 10953 
 135 , 8 , 422297 , 7453 
 886 , 6 , 97749 , 7453 
 960 , 1 , 77045 , 7453 
 379 , 4 , 139959 , 7453 
 145 , 6 , 93518 , 6653 
 199 , 5 , 396561 , 4753 
 343 , 3 , 342140 , 7453 
 786 , 2 , 176317 , 7453 
 266 , 7 , 395202 , 5653 
 814 , 2 , 267671 , 4753 
 585 , 7 , 152228 , 6653 
 681 , 4 , 210165 , 7453 
 288 , 3 , 471138 , 6653 
 509 , 2 , 418827 , 7453 
 31 , 4 , 173702 , 5653 
 229 , 3 , 309008 , 6653 
 996 , 7 , 234067 , 7453 
 801 , 1 , 73038 , 6653 
 104 , 3 , 468245 , 7453 
 177 , 8 , 327774 , 10953 
 711 , 7 , 275031 , 4753 
 88 , 2 , 495084 , 10953 
 756 , 5 , 497171 , 4753 
 232 , 5 , 353165 , 7453 
 188 , 1 , 445404 , 10953 
 261 , 1 , 478797 , 7453 
 305 , 1 , 403195 , 7453 
 306 , 4 , 435494 , 10953 
 20 , 8 , 459604 , 10953 
 187 , 5 , 203132 , 5653 
 939 , 4 , 369792 , 5653 
 672 , 8 , 144263 , 9953 
 457 , 8 , 405592 , 5653 
 769 , 4 , 237256 , 7453 
 129 , 3 , 61531 , 4753 
 184 , 4 , 105304 , 10953 
 416 , 2 , 365434 , 10953 
 778 , 1 , 416053 , 9953 
 883 , 1 , 992917 , 7453 
 858 , 8 , 152996 , 7453 
 707 , 1 , 165993 , 9953 
 209 , 7 , 238653 , 9953 
 118 , 5 , 247171 , 4753 
 280 , 4 , 83994 , 10953 
 144 , 6 , 115415 , 7453 
 197 , 4 , 174934 , 10953 
 594 , 5 , 405714 , 10953 
 185 , 6 , 299534 , 10953 
 837 , 5 , 279247 , 7453 
 142 , 3 , 232404 , 10953 
 599 , 4 , 50472 , 5653 
 252 , 7 , 97185 , 7453 
 167 , 7 , 292923 , 9953 
 461 , 3 , 301865 , 7453 
 591 , 4 , 91372 , 5653 
 22 , 7 , 427214 , 10953 
 667 , 2 , 100579 , 7453 
 257 , 5 , 223925 , 7453 
 278 , 3 , 194556 , 7453 
 596 , 5 , 114721 , 4753 
 800 , 4 , 47866 , 7453 
 22 , 7 , 406646 , 7453 
 775 , 3 , 216714 , 10953 
 702 , 2 , 242070 , 7453 
 665 , 6 , 397880 , 7453 
 150 , 8 , 57965 , 7453 
 194 , 4 , 304573 , 9953 
 825 , 7 , 283881 , 4753 
 305 , 7 , 407296 , 7453 
 825 , 1 , 118398 , 6653 
 841 , 2 , 443574 , 10953 
 771 , 6 , 318014 , 10953 
 9 , 8 , 240121 , 4753 
 38 , 4 , 365952 , 5653 
 954 , 8 , 212441 , 4753 
 244 , 8 , 86378 , 6653 
 957 , 6 , 297912 , 5653 
 221 , 2 , 463177 , 7453 
 631 , 7 , 287749 , 7453 
 973 , 5 , 320470 , 7453 
 216 , 4 , 123082 , 5653 
 900 , 4 , 153661 , 4753 
 255 , 8 , 206247 , 7453 
 292 , 5 , 277200 , 7453 
 792 , 2 , 202659 , 7453 
 215 , 6 , 322607 , 7453 
 559 , 1 , 351340 , 7453 
 916 , 5 , 153727 , 7453 
 745 , 8 , 195884 , 10953 
 35 , 5 , 134318 , 6653 
 595 , 3 , 54724 , 10953 
 204 , 5 , 191509 , 7453 
 771 , 6 , 271497 , 7453 
 826 , 5 , 268195 , 7453 
 754 , 4 , 154571 , 4753 
 871 , 2 , 258687 , 7453 
 697 , 4 , 71939 , 7453 
 948 , 3 , 55101 , 4753 
 320 , 6 , 186114 , 10953 
 567 , 7 , 107450 , 7453 
 837 , 8 , 370361 , 4753 
 227 , 7 , 171832 , 5653 
 159 , 7 , 392238 , 6653 
 52 , 5 , 210848 , 6653 
 386 , 2 , 288830 , 7453 
 804 , 6 , 232458 , 6653 
 296 , 7 , 357064 , 10953 
 340 , 4 , 426971 , 4753 
 743 , 4 , 139424 , 10953 
 998 , 4 , 54994 , 10953 
 807 , 1 , 179301 , 4753 
 363 , 8 , 137402 , 5653 
 157 , 6 , 436176 , 7453 
 761 , 7 , 374086 , 7453 
 141 , 2 , 491639 , 7453 
 823 , 1 , 345705 , 7453 
 956 , 8 , 250398 , 6653 
 709 , 7 , 439515 , 7453 
 214 , 8 , 45410 , 7453 
 773 , 8 , 125273 , 9953 
 674 , 7 , 206625 , 7453 
 234 , 7 , 200846 , 7453 
 920 , 7 , 137997 , 7453 
 225 , 2 , 322978 , 6653 
 58 , 6 , 113673 , 9953 
 795 , 5 , 302065 , 7453 
 478 , 1 , 96517 , 7453 
 863 , 4 , 471927 , 7453 
 984 , 8 , 256981 , 4753 
 256 , 7 , 453754 , 10953 
 980 , 5 , 64438 , 6653 
 61 , 3 , 292811 , 4753 
 40 , 5 , 327062 , 5653 
 93 , 1 , 230298 , 6653 
 47 , 6 , 450110 , 7453 
 901 , 6 , 451250 , 7453 
 918 , 6 , 261423 , 9953 
 287 , 4 , 495400 , 7453 
 755 , 3 , 488370 , 7453 
 182 , 5 , 470201 , 4753 
 853 , 7 , 465543 , 9953 
 108 , 5 , 424370 , 7453 
 888 , 2 , 64302 , 5653 
 178 , 4 , 190845 , 7453 
 123 , 5 , 455018 , 6653 
 934 , 4 , 417322 , 5653 
 819 , 7 , 255993 , 9953 
 784 , 8 , 397411 , 4753 
 182 , 4 , 276556 , 7453 
 274 , 4 , 269266 , 7453 
 234 , 2 , 58288 , 6653 
 200 , 6 , 132425 , 7453 
 659 , 4 , 465691 , 4753 
 499 , 6 , 110841 , 4753 
 318 , 8 , 400826 , 7453 
 140 , 2 , 219514 , 10953 
 344 , 8 , 83835 , 7453 
 443 , 5 , 119260 , 7453 
 86 , 7 , 147174 , 10953 
 936 , 5 , 486765 , 7453 
 582 , 6 , 185941 , 4753 
 449 , 4 , 385138 , 6653 
 872 , 5 , 219945 , 7453 
 829 , 6 , 185671 , 4753 
 645 , 8 , 490556 , 7453 
 407 , 6 , 386491 , 4753 
 112 , 4 , 310340 , 7453 
 329 , 6 , 255877 , 7453 
 286 , 2 , 423977 , 7453 
 257 , 4 , 90388 , 6653 
 143 , 4 , 178281 , 4753 
 592 , 5 , 25478 , 6653 
 415 , 4 , 451145 , 7453 
 341 , 3 , 119209 , 7453 
 692 , 2 , 159730 , 7453 
 243 , 2 , 282255 , 7453 
 606 , 5 , 186543 , 9953 
 369 , 3 , 447109 , 7453 
 308 , 6 , 367960 , 7453 
 239 , 3 , 196351 , 4753 
 716 , 7 , 96732 , 5653 
 598 , 1 , 199107 , 7453 
 363 , 1 , 245370 , 7453 
 908 , 4 , 487715 , 7453 
 376 , 5 , 445465 , 7453 
 97 , 7 , 432014 , 10953 
 456 , 8 , 327120 , 7453 
 270 , 7 , 266220 , 7453 
 88 , 1 , 329473 , 9953 
 313 , 4 , 280595 , 7453 
 114 , 7 , 417415 , 7453 
 376 , 1 , 192162 , 5653 
 491 , 5 , 398225 , 7453 
 703 , 7 , 51605 , 7453 
 455 , 8 , 994260 , 7453 
 354 , 4 , 130405 , 7453 
 32 , 1 , 254380 , 7453 
 806 , 5 , 378632 , 5653 
 936 , 5 , 200994 , 10953 
 879 , 7 , 118527 , 7453 
 3 , 1 , 156981 , 4753 
 43 , 1 , 499456 , 7453 
 372 , 7 , 473434 , 10953 
 173 , 8 , 236168 , 6653 
 19 , 1 , 140985 , 7453 
 154 , 6 , 303290 , 7453 
 921 , 3 , 181280 , 7453 
 116 , 1 , 396482 , 5653 
 290 , 5 , 451112 , 5653 
 630 , 6 , 168570 , 7453 
 340 , 5 , 82970 , 7453 
 452 , 5 , 136726 , 7453 
 619 , 7 , 251300 , 7453 
 258 , 4 , 450824 , 10953 
 126 , 6 , 440032 , 5653 
 935 , 5 , 486835 , 7453 
 279 , 4 , 145767 , 7453 
 224 , 2 , 232275 , 7453 
 981 , 1 , 240206 , 7453 
 66 , 2 , 108541 , 4753 
 365 , 7 , 109370 , 7453 
 780 , 5 , 94120 , 7453 
 815 , 5 , 426405 , 7453 
 407 , 6 , 17882 , 5653 
 227 , 6 , 172973 , 9953 
 192 , 3 , 486120 , 7453 
 149 , 8 , 356775 , 7453 
 1000 , 5 , 449539 , 7453 
 413 , 4 , 284950 , 7453 
 368 , 6 , 79324 , 10953 
 873 , 2 , 77875 , 7453 
 34 , 1 , 307911 , 4753 
 322 , 7 , 296774 , 10953 
 632 , 7 , 299499 , 7453 
 160 , 3 , 45369 , 7453 
 146 , 6 , 97276 , 7453 
 505 , 3 , 225673 , 9953 
 270 , 1 , 59202 , 5653 
 875 , 3 , 396730 , 7453 
 864 , 7 , 192175 , 7453 
 74 , 5 , 300799 , 7453 
 390 , 7 , 430639 , 7453 
 819 , 2 , 315109 , 7453 
 390 , 4 , 210902 , 5653 
 360 , 8 , 247624 , 10953 
 955 , 2 , 990688 , 6653 
 831 , 2 , 440862 , 5653 
 913 , 1 , 447402 , 5653 
 144 , 1 , 111573 , 9953 
 991 , 3 , 347426 , 7453 
 571 , 8 , 440638 , 6653 
 102 , 7 , 72105 , 7453 
 304 , 4 , 188426 , 7453 
 969 , 3 , 141792 , 5653 
 372 , 1 , 59156 , 7453 
 459 , 4 , 112861 , 4753 
 210 , 5 , 123050 , 7453 
 917 , 2 , 990052 , 5653 
 635 , 2 , 113194 , 10953 
 607 , 7 , 154865 , 7453 
 196 , 6 , 446515 , 7453 
 909 , 6 , 231741 , 4753 
 273 , 5 , 161531 , 4753 
 544 , 7 , 421787 , 7453 
 387 , 5 , 140695 , 7453 
 442 , 5 , 275059 , 7453 
 978 , 7 , 74553 , 9953 
 459 , 1 , 451868 , 6653 
 463 , 2 , 411454 , 10953 
 82 , 1 , 392755 , 7453 
 994 , 3 , 311161 , 4753 
 158 , 3 , 180565 , 7453 
 140 , 7 , 995545 , 7453 
 844 , 3 , 98030 , 7453 
 238 , 5 , 307809 , 7453 
 610 , 1 , 178732 , 5653 
 247 , 4 , 279011 , 4753 
 618 , 2 , 265503 , 9953 
 395 , 6 , 445758 , 6653 
 997 , 5 , 342285 , 7453 
 636 , 1 , 95257 , 7453 
 738 , 7 , 409374 , 10953 
 677 , 5 , 387966 , 7453 
 305 , 1 , 437525 , 7453 
 590 , 7 , 138687 , 7453 
 406 , 3 , 55770 , 7453 
 287 , 5 , 169485 , 7453 
 228 , 4 , 204982 , 5653 
 87 , 7 , 290277 , 7453 
 876 , 8 , 476508 , 6653 
 461 , 2 , 474227 , 7453 
 22 , 1 , 395622 , 5653 
 476 , 7 , 446008 , 6653 
 698 , 4 , 291864 , 10953 
 239 , 2 , 245661 , 4753 
 235 , 8 , 114591 , 4753 
 474 , 2 , 319107 , 7453 
 262 , 3 , 37822 , 5653 
 812 , 8 , 120207 , 7453 
 226 , 4 , 472565 , 7453 
 155 , 4 , 490736 , 7453 
 993 , 2 , 484595 , 7453 
 199 , 8 , 85947 , 7453 
 624 , 8 , 218818 , 6653 
 424 , 1 , 86264 , 10953 
 323 , 5 , 310072 , 5653 
 964 , 1 , 236560 , 7453 
 540 , 2 , 140395 , 7453 
 109 , 6 , 993984 , 10953 
 139 , 8 , 380424 , 10953 
 354 , 1 , 993851 , 4753 
 708 , 3 , 357548 , 6653 
 648 , 4 , 384294 , 10953 
 715 , 6 , 270909 , 7453 
 942 , 7 , 109608 , 6653 
 435 , 7 , 87141 , 4753 
 462 , 1 , 343776 , 7453 
 179 , 5 , 224006 , 7453 
 491 , 1 , 993100 , 7453 
 224 , 2 , 134924 , 10953 
 937 , 8 , 155574 , 10953 
 469 , 3 , 184970 , 7453 
 719 , 2 , 211590 , 7453 
 11 , 3 , 434946 , 7453 
 326 , 8 , 418529 , 7453 
 845 , 2 , 415540 , 7453 
 797 , 5 , 234558 , 6653 
 695 , 3 , 93680 , 7453 
 824 , 1 , 352370 , 7453 
 688 , 6 , 238817 , 7453 
 812 , 7 , 359625 , 7453 
 377 , 1 , 385690 , 7453 
 537 , 3 , 195296 , 7453 
 128 , 2 , 473194 , 10953 
 919 , 2 , 351550 , 7453 
 350 , 7 , 106263 , 9953 
 295 , 8 , 373426 , 7453 
 327 , 5 , 219147 , 7453 
 513 , 1 , 401261 , 4753 
 405 , 2 , 328615 , 7453 
 127 , 3 , 319210 , 7453 
 515 , 3 , 79045 , 7453 
 136 , 7 , 37078 , 6653 
 977 , 7 , 409853 , 9953 
 71 , 7 , 192657 , 7453 
 861 , 7 , 166678 , 6653 
 303 , 5 , 61327 , 7453 
 566 , 1 , 225099 , 7453 
 315 , 6 , 232256 , 7453 
 859 , 4 , 208519 , 7453 
 152 , 7 , 275216 , 7453 
 785 , 6 , 145100 , 7453 
 970 , 2 , 110222 , 5653 
 429 , 6 , 485283 , 9953 
 783 , 5 , 366990 , 7453 
 317 , 1 , 355766 , 7453 
 426 , 1 , 327404 , 10953 
 659 , 6 , 151002 , 5653 
 220 , 1 , 300290 , 7453 
 982 , 7 , 170724 , 10953 
 492 , 1 , 125514 , 10953 
 449 , 6 , 192880 , 7453 
 803 , 2 , 288026 , 7453 
 723 , 8 , 145166 , 7453 
 603 , 2 , 70799 , 7453 
 79 , 1 , 448162 , 5653 
 420 , 8 , 212252 , 5653 
 247 , 2 , 411101 , 4753 
 197 , 5 , 419360 , 7453 
 580 , 8 , 59945 , 7453 
 56 , 8 , 213715 , 7453 
 402 , 5 , 174628 , 6653 
 67 , 4 , 322746 , 7453 
 276 , 8 , 54484 , 10953 
 213 , 7 , 315715 , 7453 
 615 , 5 , 126485 , 7453 
 475 , 5 , 313971 , 4753 
 734 , 3 , 301738 , 6653 
 351 , 4 , 292288 , 6653 
 313 , 1 , 301850 , 7453 
 161 , 6 , 404213 , 9953 
 432 , 4 , 59458 , 6653 
 70 , 5 , 361425 , 7453 
 92 , 6 , 193850 , 7453 
 201 , 8 , 463601 , 4753 
 634 , 2 , 264524 , 10953 
 825 , 7 , 325467 , 7453 
 624 , 6 , 210014 , 10953 
 839 , 6 , 156203 , 9953 
 498 , 1 , 495784 , 10953 
 587 , 7 , 278859 , 7453 
 263 , 3 , 272424 , 10953 
 271 , 4 , 418858 , 6653 
 912 , 2 , 280536 , 7453 
 448 , 1 , 253100 , 7453 
 731 , 6 , 176990 , 7453 
 299 , 2 , 291063 , 9953 
 11 , 7 , 275832 , 5653 
 7 , 6 , 345054 , 10953 
 485 , 7 , 244496 , 7453 
 372 , 8 , 454427 , 7453 
 986 , 3 , 150227 , 7453 
 523 , 5 , 305739 , 7453 
 437 , 7 , 224511 , 4753 
 620 , 5 , 494804 , 10953 
 927 , 2 , 150587 , 7453 
 752 , 2 , 322355 , 7453 
 517 , 3 , 105737 , 7453 
 159 , 7 , 219568 , 6653 
 316 , 8 , 290505 , 7453 
 420 , 5 , 91794 , 10953 
 551 , 6 , 75666 , 7453 
 566 , 2 , 358714 , 10953 
 425 , 1 , 498440 , 7453 
 649 , 2 , 266512 , 5653 
 379 , 6 , 116055 , 7453 
 443 , 1 , 991455 , 7453 
 277 , 4 , 144175 , 7453 
 699 , 1 , 181565 , 7453 
 481 , 1 , 306275 , 7453 
 241 , 2 , 172694 , 10953 
 39 , 3 , 52238 , 6653 
 509 , 5 , 304457 , 7453 
 619 , 5 , 423576 , 7453 
 608 , 1 , 274486 , 7453 
 361 , 5 , 441292 , 5653 
 399 , 2 , 255770 , 7453 
 486 , 2 , 92210 , 7453 
 495 , 7 , 301384 , 10953 
 658 , 2 , 145384 , 10953 
 345 , 3 , 995422 , 5653 
 715 , 6 , 88138 , 6653 
 288 , 6 , 412684 , 10953 
 150 , 6 , 97792 , 5653 
 56 , 2 , 347424 , 10953 
 283 , 3 , 303985 , 7453 
 63 , 8 , 253719 , 7453 
 603 , 7 , 182513 , 9953 
 583 , 2 , 199046 , 7453 
 639 , 7 , 363014 , 10953 
 905 , 8 , 442170 , 7453 
 530 , 5 , 269730 , 7453 
 266 , 7 , 490446 , 7453 
 681 , 7 , 365698 , 6653 
 345 , 4 , 453990 , 7453 
 663 , 2 , 253192 , 5653 
 451 , 1 , 413710 , 7453 
 147 , 3 , 420419 , 7453 
 572 , 1 , 64024 , 10953 
 441 , 4 , 187044 , 10953 
 228 , 6 , 344875 , 7453 
 772 , 7 , 196888 , 6653 
 926 , 7 , 144267 , 7453 
 926 , 5 , 132779 , 7453 
 659 , 6 , 121802 , 5653 
 74 , 5 , 452145 , 7453 
 326 , 7 , 345990 , 7453 
 951 , 8 , 382164 , 10953 
 479 , 6 , 454425 , 7453 
 900 , 8 , 103512 , 5653 
 444 , 1 , 394817 , 7453 
 205 , 1 , 280144 , 10953 
 352 , 4 , 304353 , 9953 
 93 , 6 , 80183 , 9953 
 441 , 5 , 455084 , 10953 
 175 , 7 , 53655 , 7453 
 546 , 8 , 162983 , 9953 
 526 , 5 , 310922 , 5653 
 104 , 8 , 201016 , 7453 
 78 , 8 , 462528 , 6653 
 742 , 6 , 362997 , 7453 
 265 , 2 , 194541 , 4753 
 883 , 3 , 445129 , 7453 
 213 , 2 , 318552 , 5653 
 111 , 2 , 364105 , 7453 
 724 , 5 , 402964 , 10953 
 685 , 5 , 61792 , 5653 
 141 , 6 , 439200 , 7453 
 501 , 2 , 469587 , 7453 
 629 , 8 , 71293 , 9953 
 581 , 5 , 77581 , 4753 
 395 , 7 , 995352 , 5653 
 142 , 2 , 78186 , 7453 
 688 , 4 , 16478 , 6653 
 484 , 5 , 344509 , 7453 
 301 , 5 , 188599 , 7453 
 541 , 8 , 443872 , 5653 
 840 , 1 , 329905 , 7453 
 519 , 1 , 475990 , 7453 
 654 , 5 , 395235 , 7453 
 927 , 4 , 458655 , 7453 
 945 , 8 , 371556 , 7453 
 55 , 1 , 228045 , 7453 
 480 , 3 , 145534 , 10953 
 139 , 7 , 468197 , 7453 
 542 , 8 , 212025 , 7453 
 394 , 2 , 465377 , 7453 
 731 , 1 , 460263 , 9953 
 232 , 2 , 410615 , 7453 
 477 , 5 , 450994 , 10953 
 765 , 2 , 140209 , 7453 
 362 , 5 , 152788 , 6653 
 325 , 4 , 269403 , 9953 
 534 , 2 , 101497 , 7453 
 121 , 6 , 324708 , 6653 
 255 , 4 , 19578 , 6653 
 667 , 4 , 251759 , 7453 
 403 , 5 , 325715 , 7453 
 329 , 4 , 268674 , 10953 
 268 , 1 , 218838 , 6653 
 977 , 8 , 440397 , 7453 
 996 , 2 , 406131 , 4753 
 725 , 7 , 412577 , 7453 
 207 , 7 , 499131 , 4753 
 969 , 3 , 75930 , 7453 
 39 , 3 , 109465 , 7453 
 16 , 8 , 251958 , 6653 
 315 , 8 , 190013 , 9953 
 282 , 1 , 235674 , 10953 
 662 , 1 , 316550 , 7453 
 8 , 8 , 109783 , 9953 
 477 , 7 , 993079 , 7453 
 267 , 5 , 994932 , 5653 
 259 , 3 , 305781 , 4753 
 324 , 4 , 53872 , 5653 
 683 , 7 , 490781 , 4753 
 280 , 2 , 470853 , 9953 
 732 , 1 , 349594 , 10953 
 496 , 4 , 350356 , 7453 
 635 , 3 , 202079 , 7453 
 543 , 4 , 437587 , 7453 
 772 , 4 , 101529 , 7453 
 622 , 4 , 78584 , 10953 
 203 , 6 , 69253 , 9953 
 505 , 6 , 431084 , 10953 
 753 , 1 , 424793 , 9953 
 445 , 3 , 115949 , 7453 
 319 , 8 , 476645 , 7453 
 18 , 6 , 78632 , 5653 
 294 , 2 , 198575 , 7453 
 464 , 1 , 436775 , 7453 
 416 , 4 , 168157 , 7453 
 617 , 6 , 111230 , 7453 
 701 , 8 , 307151 , 4753 
 378 , 6 , 454838 , 6653 
 208 , 3 , 102523 , 9953 
 747 , 2 , 454580 , 7453 
 77 , 3 , 294958 , 6653 
 834 , 8 , 119604 , 10953 
 556 , 4 , 408732 , 5653 
 732 , 1 , 460067 , 7453 
 248 , 2 , 325364 , 10953 
 15 , 8 , 274588 , 6653 
 715 , 2 , 144064 , 10953 
 291 , 6 , 390550 , 7453 
 857 , 4 , 307131 , 4753 
 992 , 8 , 317857 , 7453 
 591 , 1 , 463622 , 5653 
 113 , 6 , 97624 , 10953 
 46 , 8 , 993928 , 6653 
 613 , 3 , 225081 , 4753 
 229 , 4 , 402165 , 7453 
 435 , 1 , 475360 , 7453 
 191 , 2 , 116595 , 7453 
 193 , 5 , 281252 , 5653 
 500 , 5 , 388867 , 7453 
 131 , 6 , 377546 , 7453 
 136 , 2 , 37824 , 10953 
 365 , 2 , 52046 , 7453 
 316 , 3 , 151137 , 7453 
 745 , 8 , 493517 , 7453 
 792 , 8 , 275269 , 7453 
 310 , 3 , 350382 , 5653 
 132 , 8 , 87098 , 6653 
 815 , 8 , 379776 , 7453 
 602 , 4 , 441627 , 7453 
 673 , 2 , 271848 , 6653 
 699 , 5 , 77780 , 7453 
 693 , 6 , 350943 , 9953 
 307 , 2 , 451349 , 7453 
 625 , 6 , 81801 , 4753 
 643 , 7 , 225455 , 7453 
 755 , 2 , 27780 , 7453 
 730 , 8 , 441624 , 10953 
 252 , 3 , 242012 , 5653 
 356 , 3 , 162223 , 9953 
 947 , 4 , 326942 , 5653 
 502 , 2 , 434521 , 4753 
 114 , 1 , 178703 , 9953 
 804 , 3 , 173953 , 9953 
 511 , 1 , 156936 , 7453 
 563 , 2 , 152327 , 7453 
 545 , 3 , 429065 , 7453 
 2 , 7 , 55704 , 10953 
 483 , 7 , 473495 , 7453 
 683 , 6 , 84609 , 7453 
 242 , 3 , 192798 , 6653 
 830 , 4 , 494635 , 7453 
 412 , 4 , 75459 , 7453 
 165 , 1 , 115971 , 4753 
 369 , 5 , 224977 , 7453 
 588 , 1 , 115655 , 7453 
 161 , 1 , 292911 , 4753 
 882 , 5 , 468467 , 7453 
 747 , 5 , 415216 , 7453 
 741 , 1 , 234798 , 6653 
 709 , 7 , 474982 , 5653 
 547 , 8 , 237445 , 7453 
 425 , 3 , 264288 , 6653 
 650 , 2 , 444524 , 10953 
 521 , 2 , 85282 , 5653 
 472 , 4 , 290076 , 7453 
 6 , 4 , 162679 , 7453 
 383 , 5 , 146276 , 7453 
 231 , 3 , 302126 , 7453 
 199 , 4 , 499186 , 7453 
 98 , 3 , 172175 , 7453 
 418 , 2 , 83735 , 7453 
 12 , 8 , 374583 , 9953 
 457 , 3 , 169028 , 6653 
 575 , 1 , 111925 , 7453 
 51 , 4 , 443026 , 7453 
 606 , 2 , 264620 , 7453 
 50 , 8 , 378094 , 10953 
 576 , 3 , 494202 , 5653 
 411 , 6 , 391145 , 7453 
 497 , 6 , 346205 , 7453 
 299 , 5 , 344678 , 6653 
 938 , 1 , 113603 , 9953 
 99 , 2 , 345167 , 7453 
 811 , 2 , 298828 , 6653 
 502 , 6 , 277214 , 10953 
 560 , 1 , 51880 , 7453 
 708 , 5 , 284972 , 5653 
 26 , 5 , 276371 , 4753 
 137 , 5 , 466146 , 7453 
 594 , 7 , 432985 , 7453 
 808 , 5 , 311524 , 10953 
 749 , 4 , 76408 , 6653 
 145 , 2 , 57214 , 10953 
 557 , 4 , 187241 , 4753 
 841 , 4 , 139452 , 5653 
 746 , 8 , 220232 , 5653 
 848 , 7 , 229780 , 7453 
 119 , 1 , 138670 , 7453 
 415 , 5 , 366861 , 4753 
 790 , 7 , 445649 , 7453 
 83 , 6 , 992745 , 7453 
 103 , 4 , 253578 , 6653 
 700 , 4 , 474310 , 7453 
 62 , 4 , 412435 , 7453 
 954 , 2 , 159063 , 9953 
 821 , 5 , 170052 , 5653 
 851 , 1 , 406872 , 5653 
 281 , 1 , 54046 , 7453 
 455 , 2 , 281952 , 5653 
 703 , 8 , 351036 , 7453 
 419 , 2 , 414817 , 7453 
 510 , 3 , 474266 , 7453 
 545 , 7 , 74026 , 7453 
 900 , 4 , 388593 , 9953 
 423 , 3 , 180304 , 10953 
 614 , 8 , 173885 , 7453 
 806 , 1 , 419122 , 5653 
 990 , 8 , 200095 , 7453 
 995 , 5 , 308069 , 7453 
 990 , 3 , 288195 , 7453 
 700 , 7 , 377707 , 7453 
 540 , 1 , 369905 , 7453 
 597 , 6 , 995981 , 4753 
 380 , 6 , 116201 , 4753 
 503 , 6 , 360651 , 4753 
 766 , 6 , 57326 , 7453 
 285 , 7 , 367369 , 7453 
 900 , 8 , 481787 , 7453 
 847 , 5 , 472473 , 9953 
 622 , 5 , 272793 , 9953 
 250 , 3 , 84840 , 7453 
 815 , 7 , 245424 , 10953 
 873 , 6 , 177341 , 4753 
 327 , 8 , 401541 , 4753 
 413 , 8 , 63416 , 7453 
 67 , 1 , 141100 , 7453 
 779 , 6 , 139294 , 10953 
 311 , 7 , 432799 , 7453 
 931 , 8 , 145765 , 7453 
 485 , 2 , 157161 , 4753 
 595 , 1 , 145009 , 7453 
 347 , 5 , 280926 , 7453 
 421 , 3 , 494420 , 7453 
 168 , 6 , 165110 , 7453 
 646 , 5 , 68167 , 7453 
 860 , 3 , 997258 , 6653 
 728 , 5 , 52382 , 5653 
 839 , 6 , 168622 , 5653 
 535 , 1 , 56937 , 7453 
 597 , 5 , 465568 , 6653 
 311 , 7 , 301111 , 4753 
 96 , 7 , 79684 , 10953 
 848 , 5 , 990601 , 4753 
 611 , 2 , 128665 , 7453 
 494 , 8 , 161941 , 4753 
 639 , 6 , 462884 , 10953 
 510 , 7 , 417598 , 6653 
 811 , 7 , 408108 , 6653 
 934 , 6 , 101783 , 9953 
 885 , 4 , 151736 , 7453 
 828 , 7 , 302684 , 10953 
 962 , 2 , 425085 , 7453 
 537 , 4 , 81573 , 9953 
 938 , 6 , 59158 , 6653 
 829 , 5 , 316196 , 7453 
 802 , 4 , 175393 , 9953 
 935 , 5 , 346925 , 7453 
 217 , 8 , 172485 , 7453 
 648 , 5 , 375176 , 7453 
 945 , 2 , 45204 , 10953 
 76 , 2 , 84590 , 7453 
 979 , 3 , 486390 , 7453 
 444 , 1 , 60329 , 7453 
 78 , 3 , 200907 , 7453 
 767 , 3 , 193186 , 7453 
 742 , 3 , 146781 , 4753 
 822 , 6 , 375486 , 7453 
 931 , 1 , 220870 , 7453 
 445 , 1 , 98034 , 10953 
