 PersonId , StockId , Quantity 
 34 , 7 , 8389 
 322 , 235 , 1764 
 632 , 239 ,  
 160 , 87 , 2865 
 146 , 195 , 7642 
 505 , 73 , 7332 
 270 , 21 , 309 
 875 , 90 , 2654 
 864 , 245 , 6305 
 74 , 156 , 2371 
 390 , 232 , 3766 
 819 , 59 , 4749 
 390 , 111 , 7768 
 360 , 271 , 3209 
 955 , 47 , 1440 
 831 , 65 , 9659 
 913 , 34 , 9883 
 144 , 18 , 2951 
 331 , 100 , 7550 
 571 , 274 , 3840 
 102 , 245 , 7586 
 304 , 130 , 590 
 969 , 97 , 1316 
 372 , 3 , 7030 
 459 , 122 , 6095 
 210 , 147 , 5745 
 917 , 50 , 1193 
 635 , 69 , 1200 
 607 , 232 , 1618 
 196 , 190 , 2382 
 909 , 189 , 691 
 273 , 176 , 7150 
 544 , 247 , 4445 
 387 , 145 , 4767 
 442 , 145 , 4008 
 978 , 217 , 2750 
 899 , 8 , 5833 
 463 , 48 , 6627 
 82 , 18 , 5472 
 334 , 88 , 2780 
 158 , 104 , 5902 
 140 , 242 , 4937 
 844 , 74 , 1650 
 238 , 176 , 4799 
 610 , 4 , 9088 
 247 , 108 , 1848 
 618 , 60 , 1044 
 395 , 195 , 4096 
 337 , 150 , 4719 
 636 , 14 , 9142 
 738 , 247 , 4902 
 677 , 155 , 875 
 305 , 29 , 5939 
 590 , 214 , 1084 
 406 , 96 , 5030 
 287 , 161 , 2529 
 228 , 138 , 7073 
 87 , 236 , 4734 
 876 , 248 , 6770 
 461 , 48 , 1897 
 22 , 24 , 6138 
 476 , 235 , 9109 
 698 , 142 , 1036 
 239 , 55 , 3922 
 235 , 250 , 1680 
 474 , 57 , 6616 
 262 , 95 , 303 
 812 , 249 , 3000 
 226 , 127 , 9201 
 155 , 114 , 8691 
 993 , 58 , 3825 
 199 , 269 , 3255 
 624 , 283 , 7480 
 424 , 12 , 4769 
 323 , 170 , 7938 
 964 , 4 , 2649 
 540 , 57 , 8941 
 109 , 205 , 6517 
 139 , 283 , 7943 
 354 , 15 , 4246 
 708 , 88 , 4701 
 648 , 138 , 7098 
 715 , 203 , 6482 
 942 , 218 , 2477 
 435 , 227 , 7481 
 462 , 35 , 9816 
 179 , 147 , 1210 
 491 , 34 , 3360 
 224 , 50 , 9738 
 937 , 267 , 1479 
 469 , 79 , 5678 
 719 , 55 , 1098 
 11 , 83 , 9857 
 326 , 253 , 3574 
 845 , 65 , 6643 
 797 , 153 , 6794 
 695 , 100 , 3901 
 824 , 19 , 7728 
 688 , 209 , 3118 
 812 , 230 , 2471 
 377 , 13 , 1544 
 537 , 95 , 8044 
 128 , 69 , 4895 
 919 , 37 , 6029 
 350 , 240 ,  
 295 , 261 , 5316 
 327 , 155 , 1647 
 513 , 18 , 3396 
 405 , 45 , 1170 
 127 , 93 , 3146 
 515 , 104 , 2380 
 136 , 217 , 3588 
 977 , 237 ,  
 71 , 234 , 555 
 861 , 244 , 6791 
 303 , 169 , 2524 
 566 , 33 , 7197 
 315 , 207 , 9041 
 859 , 112 , 2627 
 152 , 215 , 8559 
 785 , 193 , 6442 
 970 , 62 , 1864 
 429 , 199 , 5406 
 783 , 143 , 6944 
 317 , 35 , 3263 
 426 , 3 , 7722 
 659 , 187 , 3012 
 220 , 31 , 2726 
 982 , 231 , 3398 
 492 , 18 , 3905 
 449 , 187 , 8127 
 803 , 38 , 1144 
 723 , 280 , 8749 
 603 , 53 , 1213 
 79 , 3 , 3398 
 420 , 276 , 5472 
 247 , 70 , 2701 
 197 , 166 , 6657 
 580 , 261 , 2202 
 56 , 249 , 453 
 402 , 164 ,  
 67 , 130 , 7161 
 276 , 272 , 5834 
 213 , 241 , 6420 
 615 , 164 , 40 
 475 , 146 , 214 
 734 , 101 , 7358 
 351 , 132 , 7891 
 313 , 10 , 5123 
 161 , 179 , 4308 
 432 , 120 , 7333 
 70 , 177 , 6378 
 92 , 191 , 7602 
 201 , 277 , 4167 
 634 , 37 , 5342 
 825 , 234 , 1285 
 624 , 179 , 1254 
 839 , 209 , 7066 
 498 , 3 , 4601 
 587 , 237 , 4781 
 263 , 75 , 7174 
 271 , 125 , 3017 
 912 , 71 , 2589 
 448 , 28 , 8249 
 731 , 190 , 9491 
 233 , 66 , 3044 
 11 , 220 , 2002 
 7 , 185 , 3632 
 485 , 232 , 2375 
 372 , 251 , 7157 
 986 , 99 , 1319 
 523 , 150 , 9823 
 437 , 230 , 539 
 620 , 146 , 6838 
 927 , 52 , 2174 
 752 , 64 , 1398 
 517 , 74 , 608 
 159 , 242 , 5445 
 316 , 262 , 5365 
 420 , 172 , 6729 
 551 , 185 , 5906 
 566 , 55 , 9831 
 425 , 22 , 7889 
 649 , 52 , 8419 
 379 , 181 , 6066 
 443 , 11 , 7527 
 277 , 131 , 524 
 633 , 3 , 6978 
 481 , 16 , 3407 
 241 , 52 , 9928 
 39 , 98 , 2144 
 509 , 145 , 8407 
 619 , 164 , 8101 
 608 , 24 , 1875 
 361 , 175 , 5029 
 399 , 40 , 7436 
 486 , 59 , 4572 
 495 , 245 , 7585 
 658 , 52 , 6929 
 345 , 98 , 6997 
 715 , 209 , 8212 
 288 , 200 , 3725 
 150 , 184 , 5515 
 56 , 42 , 7966 
 283 , 81 , 2989 
 63 , 254 , 7511 
 603 , 231 , 5839 
 583 , 45 , 764 
 639 , 226 , 1993 
 905 , 257 , 3944 
 530 , 161 , 677 
 266 , 221 , 5809 
 681 , 230 , 1700 
 389 , 114 , 7872 
 663 , 52 , 8876 
 451 , 20 , 7343 
 147 , 103 , 5128 
 572 , 19 , 4170 
 441 , 131 , 2183 
 228 , 180 , 1964 
 772 , 219 , 2519 
 926 , 218 , 5025 
 926 , 170 , 225 
 659 , 181 , 2448 
 74 , 154 , 5013 
 326 , 238 , 2912 
 951 , 270 , 1721 
 479 , 206 , 8664 
 900 , 255 , 1808 
 444 , 12 , 4738 
 205 , 5 , 6826 
 352 , 113 , 3023 
 93 , 191 , 8517 
 441 , 165 , 8369 
 175 , 246 , 8518 
 546 , 269 , 2180 
 526 , 155 , 4315 
 104 , 263 , 9924 
 78 , 255 , 5430 
 742 , 210 , 8556 
 265 , 64 , 1688 
 883 , 86 , 9760 
 213 , 61 , 4984 
 111 , 43 , 9463 
 724 , 175 , 9250 
 685 , 160 , 6336 
 141 , 198 , 6706 
 501 , 50 , 228 
 629 , 256 , 3000 
 581 , 155 , 7687 
 395 , 220 , 2308 
 142 , 40 , 401 
 688 , 115 , 5402 
 484 , 156 , 4964 
 301 , 163 , 4477 
 541 , 275 , 3187 
 840 , 31 , 3500 
 519 , 4 , 3067 
 654 , 172 , 2953 
 927 , 126 , 76 
 945 , 268 , 5789 
 55 , 25 , 7175 
 480 , 73 , 8956 
 139 , 214 , 7255 
 542 , 252 , 7118 
 394 , 49 , 7655 
 731 , 31 , 7292 
 232 , 66 , 3332 
 477 , 152 , 9355 
 765 , 67 , 6695 
 362 , 149 , 3027 
 325 , 124 , 5205 
 534 , 48 , 8741 
 121 , 204 , 3628 
 255 , 116 , 275 
 667 , 133 , 2759 
 403 , 158 , 40 
 329 , 127 , 762 
 268 , 6 , 3199 
 977 , 277 , 8678 
 336 , 41 , 6207 
 725 , 220 , 1493 
 207 , 233 , 5664 
 969 , 101 , 4122 
 39 , 76 , 2430 
 16 , 249 , 6424 
 315 , 282 , 7621 
 282 , 35 , 3552 
 662 , 3 , 3891 
 8 , 254 , 5330 
 477 , 239 , 8680 
 267 , 151 , 1248 
 259 , 92 , 6970 
 324 , 129 , 5353 
 683 , 226 , 2766 
 280 , 39 , 4514 
 732 , 13 , 804 
 496 , 130 , 7729 
 635 , 75 , 2345 
 543 , 127 , 1594 
 772 , 130 , 9044 
 622 , 132 , 3374 
 203 , 182 , 874 
 505 , 189 , 6305 
 753 , 6 , 4659 
 445 , 97 , 7103 
 319 , 276 , 1661 
 18 , 194 , 1774 
 294 , 40 , 4689 
 464 , 30 , 1717 
 416 , 118 , 3146 
 617 , 187 , 2738 
 701 , 281 , 9868 
 378 , 179 , 4276 
 208 , 86 , 3870 
 747 , 48 , 4296 
 77 , 76 , 1511 
 834 , 256 , 4834 
 556 , 138 , 4825 
 732 , 4 , 693 
 248 , 50 , 34 
 15 , 279 , 3740 
 715 , 64 , 9441 
 291 , 181 , 4024 
 857 , 112 , 8016 
 332 , 281 , 1778 
 591 , 33 , 8235 
 113 , 202 , 3387 
 46 , 262 , 861 
 613 , 78 , 5762 
 229 , 120 , 1955 
 435 , 28 , 2311 
 191 , 53 , 8418 
 193 , 163 , 1604 
 500 , 147 , 9634 
 131 , 192 , 2832 
 136 , 39 , 619 
 365 , 44 , 9359 
 316 , 95 , 9463 
 789 , 263 , 5327 
 792 , 256 , 4763 
 310 , 88 , 5846 
 132 , 279 , 8864 
 815 , 256 , 2174 
 602 , 137 , 2184 
 673 , 52 , 5942 
 699 , 154 , 1381 
 693 , 197 , 2694 
 307 , 44 , 1483 
 625 , 178 , 8471 
 643 , 246 , 3003 
 755 , 41 , 5970 
 730 , 275 , 2903 
 252 , 72 , 1651 
 356 , 77 , 1560 
 947 , 135 , 5304 
 502 , 69 , 3933 
 114 , 1 , 6850 
 804 , 78 , 8290 
 511 , 8 , 2880 
 563 , 65 , 8869 
 589 , 74 , 8274 
 2 , 216 , 913 
 483 , 245 , 8928 
 683 , 194 , 9762 
 242 , 90 , 835 
 830 , 135 , 4321 
 412 , 119 , 8264 
 165 , 32 , 4642 
 369 , 177 , 1037 
 588 , 10 , 3677 
 161 , 32 , 2153 
 882 , 161 , 5372 
 747 , 159 , 9499 
 741 , 31 , 5930 
 709 , 246 , 4188 
 547 , 283 , 4877 
 425 , 91 , 7267 
 650 , 44 , 1840 
 521 , 60 , 2074 
 472 , 128 , 397 
 6 , 120 , 5540 
 383 , 159 , 1904 
 231 , 84 , 2390 
 133 , 115 , 2758 
 98 , 80 , 5986 
 418 , 36 , 9408 
 12 , 265 , 6766 
 897 , 86 , 44 
 575 , 13 , 4330 
 51 , 123 , 8900 
 606 , 38 , 3769 
 50 , 249 , 1068 
 576 , 88 , 6582 
 411 , 199 , 6458 
 497 , 183 , 6490 
 233 , 155 , 4932 
 938 , 35 , 9937 
 99 , 63 , 2412 
 811 , 47 , 1349 
 502 , 201 , 1620 
 560 , 35 , 3117 
 708 , 165 , 8053 
 26 , 150 , 445 
 137 , 169 , 4794 
 594 , 215 , 850 
 808 , 163 , 598 
 749 , 116 , 3404 
 145 , 41 , 5721 
 557 , 115 , 7372 
 841 , 135 , 427 
 746 , 262 ,  
 848 , 240 , 6667 
 119 , 19 , 5009 
 415 , 163 , 6216 
 790 , 228 , 2483 
 83 , 198 , 3329 
 103 , 132 , 6369 
 700 , 130 , 8523 
 62 , 114 , 6169 
 954 , 55 , 3776 
 821 , 154 , 1427 
 851 , 33 , 7555 
 281 , 20 , 8219 
 895 , 55 , 311 
 703 , 255 , 2138 
 419 , 66 , 9908 
 510 , 74 , 1084 
 589 , 244 , 8790 
 900 , 131 , 3041 
 423 , 91 , 9441 
 614 , 249 , 9257 
 806 , 28 , 4940 
 990 , 280 , 4855 
 995 , 143 , 491 
 330 , 94 , 453 
 700 , 238 , 7280 
 540 , 9 , 7488 
 597 , 199 , 1459 
 380 , 184 , 7597 
 503 , 200 , 1908 
 766 , 203 , 5388 
 285 , 224 , 6003 
 900 , 255 , 1045 
 847 , 162 , 2672 
 622 , 145 , 3903 
 250 , 82 , 2233 
 815 , 231 , 8760 
 873 , 208 , 4852 
 327 , 254 , 4099 
 413 , 268 , 3129 
 67 , 23 , 120 
 779 , 188 , 6410 
 311 , 233 , 3767 
 931 , 276 , 8636 
 485 , 47 , 9922 
 595 , 2 , 4065 
 347 , 146 , 4898 
 421 , 96 , 7741 
 168 , 197 , 8307 
 646 , 150 , 4887 
 860 , 89 , 9766 
 728 , 156 , 1808 
 839 , 194 , 363 
 535 , 24 , 6281 
 597 , 169 , 8116 
 311 , 235 , 5487 
 96 , 243 , 1811 
 848 , 159 , 4518 
 611 , 70 , 5763 
 494 , 274 , 5203 
 639 , 190 , 5841 
 510 , 217 , 4910 
 811 , 230 , 926 
 934 , 197 , 4260 
 885 , 135 , 8389 
 828 , 213 , 5424 
 962 , 62 , 6510 
 537 , 142 , 5547 
 938 , 194 , 6409 
 829 , 174 , 9906 
 802 , 118 , 1147 
 935 , 150 , 6233 
 217 , 274 , 4691 
 648 , 147 , 9913 
 989 , 68 , 9320 
 76 , 61 , 2846 
 979 , 79 , 1173 
 444 , 5 , 6219 
 933 , 96 , 569 
 767 , 92 ,  
 742 , 93 , 6388 
 822 , 197 , 2381 
 931 , 2 , 9747 
 445 , 34 , 3152 
 844 , 112 , 2710 
 512 , 48 , 2143 
 849 , 31 , 3579 
 446 , 232 , 5640 
 781 , 276 , 4764 
 595 , 193 , 4556 
 499 , 122 , 8417 
 234 , 72 , 421 
 486 , 138 , 4242 
 362 , 264 , 9090 
 962 , 79 , 8897 
 301 , 90 , 7288 
 384 , 242 , 5211 
 716 , 36 , 5483 
 63 , 142 , 9508 
 785 , 118 , 247 
 209 , 224 , 4498 
 768 , 5 , 7556 
 477 , 186 , 9352 
 83 , 24 , 1332 
 801 , 33 , 8401 
 983 , 222 , 3739 
 145 , 165 , 3533 
 930 , 47 , 7118 
 204 , 239 , 451 
 383 , 109 ,  
 934 , 156 , 6961 
 254 , 239 , 5269 
 386 , 64 , 4313 
 275 , 262 , 5593 
 777 , 181 , 3948 
 610 , 276 , 9375 
 880 , 215 , 2821 
 967 , 196 , 6094 
 966 , 86 , 1758 
 868 , 87 , 8216 
 248 , 183 , 2117 
 544 , 113 , 4809 
 518 , 150 , 9785 
 893 , 1 , 1745 
 608 , 53 , 991 
 187 , 46 , 7993 
 864 , 13 , 9485 
 284 , 11 , 6906 
 960 , 68 , 7144 
 999 , 262 , 5795 
 36 , 103 , 2624 
 253 , 44 , 4109 
 437 , 146 , 7363 
 803 , 262 , 1665 
 249 , 151 , 5972 
 312 , 89 , 6072 
 359 , 11 , 8833 
 15 , 262 , 3030 
 121 , 2 , 8415 
 243 , 173 , 4751 
 440 , 166 , 8972 
 994 , 267 , 8611 
 974 , 276 , 6462 
 590 , 167 , 5188 
 412 , 38 , 7804 
 26 , 166 , 9287 
 29 , 9 , 4103 
 943 , 160 , 4829 
 705 , 83 , 293 
 863 , 86 , 9715 
 885 , 158 , 6076 
 444 , 46 , 1193 
 168 , 234 , 3453 
 656 , 55 , 7268 
 771 , 219 , 7391 
 827 , 111 , 5438 
 729 , 139 , 4714 
 496 , 186 , 5810 
 764 , 254 , 8361 
 701 , 270 , 3340 
 195 , 210 , 8917 
 875 , 155 , 6833 
 712 , 263 , 6390 
 613 , 261 , 1322 
 949 , 7 , 7828 
 371 , 113 , 2852 
 329 , 94 , 7906 
 789 , 86 , 2648 
 799 , 111 , 9621 
 52 , 93 , 7877 
 928 , 266 , 541 
 366 , 237 , 9791 
 479 , 195 , 7680 
 238 , 196 , 7007 
 889 , 205 , 9245 
 117 , 199 , 3506 
 804 , 121 , 8347 
 447 , 266 , 4596 
 825 , 247 , 3942 
 266 , 170 , 1704 
 866 , 38 , 3889 
 855 , 137 , 4656 
 746 , 212 , 6612 
 89 , 265 , 7429 
 585 , 104 , 9720 
 529 , 57 , 1430 
 910 , 94 , 655 
 965 , 92 , 95 
 662 , 43 , 4275 
 358 , 40 , 533 
 757 , 233 , 1358 
 471 , 109 , 3022 
 834 , 8 , 4670 
 663 , 16 , 5075 
 525 , 247 , 5834 
 39 , 11 , 2138 
 941 , 4 , 2221 
 414 , 15 , 5139 
 919 , 161 , 7361 
 820 , 208 , 4951 
 436 , 73 , 1380 
 728 , 206 , 1455 
 740 , 49 ,  
 188 , 273 , 5208 
 382 , 104 , 2417 
 409 , 204 , 9173 
 474 , 135 , 6285 
 66 , 38 , 3514 
 471 , 134 , 6446 
 19 , 20 , 8023 
 643 , 273 , 3884 
 337 , 157 , 7092 
 10 , 223 , 117 
 950 , 84 , 1868 
 973 , 232 , 6656 
 836 , 74 , 9451 
 293 , 227 , 4261 
 800 , 281 ,  
 688 , 157 , 221 
 240 , 233 , 8961 
 95 , 20 , 1603 
 968 , 2 , 6397 
 718 , 43 , 2197 
 828 , 72 , 7811 
 41 , 144 , 8373 
 104 , 157 , 9088 
 809 , 229 , 6519 
 694 , 180 , 7520 
 928 , 232 , 5121 
 782 , 194 , 2604 
 379 , 195 , 1172 
 638 , 107 , 7107 
 865 , 105 , 1285 
 811 , 39 , 3207 
 674 , 98 , 7235 
 859 , 116 , 8992 
 21 , 89 , 323 
 991 , 222 , 2434 
 963 , 162 , 9449 
 914 , 183 , 4195 
 509 , 206 , 8256 
 967 , 56 , 3434 
 516 , 242 , 7916 
 989 , 24 , 4210 
 563 , 50 , 2073 
 829 , 77 , 391 
 697 , 170 , 3441 
 592 , 207 , 1240 
 251 , 68 , 1154 
 385 , 174 , 8015 
 134 , 68 , 5625 
 50 , 6 , 1573 
 387 , 141 , 1916 
 684 , 212 , 3260 
 200 , 189 , 3536 
 637 , 71 , 963 
 667 , 164 , 2754 
 438 , 260 , 3570 
 616 , 130 , 3083 
 948 , 230 , 6120 
 272 , 259 , 5899 
 196 , 238 , 1653 
 487 , 89 , 1164 
 543 , 223 , 910 
 621 , 108 , 5273 
 436 , 167 , 915 
 689 , 52 , 2598 
 726 , 184 , 3884 
 329 , 270 , 2882 
 988 , 117 , 2877 
 799 , 269 , 6332 
 237 , 5 , 7016 
 805 , 120 , 4813 
 355 , 257 , 6027 
 649 , 27 , 705 
 556 , 248 , 8170 
 812 , 44 , 8482 
 692 , 19 , 7988 
 92 , 22 , 5737 
 744 , 67 , 7981 
 743 , 271 , 5647 
 633 , 23 , 5278 
 294 , 112 , 6365 
 671 , 59 ,  
 774 , 127 , 7106 
 778 , 189 , 6979 
 906 , 249 , 9600 
 273 , 176 , 5190 
 32 , 133 , 8026 
 638 , 28 , 9672 
 536 , 235 , 6272 
 593 , 112 , 6237 
 966 , 93 , 6754 
 357 , 216 , 9352 
 816 , 208 , 3328 
 644 , 251 , 8296 
 539 , 250 , 6602 
 888 , 19 , 2270 
 61 , 199 , 7005 
 465 , 167 , 8937 
 848 , 25 , 1157 
 391 , 269 , 7794 
 686 , 221 , 9558 
 941 , 235 , 8358 
 349 , 189 , 8278 
 321 , 63 , 1682 
 549 , 170 , 8609 
 29 , 167 , 6761 
 75 , 185 , 5890 
 866 , 225 , 2554 
 721 , 27 , 5367 
 476 , 145 , 2481 
 765 , 239 , 4767 
 797 , 63 , 7833 
 982 , 242 , 5102 
 532 , 236 , 473 
 324 , 127 , 620 
 602 , 31 , 5289 
 172 , 97 , 4058 
 802 , 202 , 3931 
 167 , 201 , 5674 
 33 , 159 , 5726 
 348 , 51 , 4572 
 162 , 243 , 4213 
 877 , 165 , 6611 
 945 , 157 , 6640 
 59 , 196 , 9579 
 9 , 188 , 7665 
 722 , 50 , 1484 
 257 , 60 , 7731 
 103 , 281 , 4104 
 681 , 26 , 5899 
 90 , 104 , 1476 
 433 , 139 , 9051 
 678 , 42 , 4580 
 763 , 3 , 186 
 4 , 85 , 6089 
 84 , 161 , 6921 
 567 , 154 , 8087 
 650 , 64 , 5424 
 106 , 20 , 8371 
 198 , 82 , 2838 
 344 , 275 , 9301 
 133 , 192 , 5471 
 832 , 1 , 4305 
 852 , 91 , 3790 
 168 , 157 , 1470 
 784 , 30 , 8921 
 96 , 257 , 4249 
 81 , 255 , 2855 
 396 , 125 , 7675 
 669 , 220 , 1312 
 702 , 206 , 8212 
 908 , 280 , 3073 
 760 , 249 , 3262 
 8 , 149 , 5432 
 558 , 218 , 3221 
 19 , 262 , 5345 
 205 , 70 , 1746 
 846 , 32 , 1638 
 214 , 151 , 2103 
 63 , 266 , 943 
 985 , 118 , 5277 
 734 , 126 , 8160 
 102 , 227 , 8451 
 4 , 2 , 9468 
 220 , 42 , 1004 
 600 , 100 , 5716 
 91 , 22 , 3252 
 994 , 240 , 4916 
 454 , 151 , 4384 
 542 , 249 ,  
 713 , 160 , 3700 
 85 , 33 , 7203 
 831 , 183 , 8634 
 289 , 120 , 5561 
 376 , 168 , 2836 
 598 , 143 , 6426 
 200 , 242 , 9101 
 520 , 75 , 9908 
 510 , 1 , 2820 
 612 , 166 , 5169 
 528 , 214 , 658 
 685 , 78 , 3416 
 696 , 218 , 8629 
 596 , 62 , 55 
 153 , 104 , 2791 
 117 , 107 , 7687 
 955 , 174 , 8404 
 331 , 176 , 5789 
 577 , 69 , 9149 
 953 , 107 , 6965 
 73 , 92 , 744 
 747 , 123 , 5174 
 350 , 197 , 6449 
 30 , 38 , 3320 
 110 , 248 , 7427 
 745 , 149 , 7561 
 240 , 249 , 1140 
 427 , 283 , 7021 
 14 , 49 , 4838 
 551 , 57 , 2785 
 169 , 9 , 5755 
 582 , 18 , 5668 
 70 , 104 , 9333 
 120 , 160 , 8472 
 237 , 60 , 3975 
 25 , 173 , 4110 
 120 , 98 , 9578 
 144 , 130 , 7513 
 862 , 265 , 425 
 175 , 75 , 9007 
 609 , 20 , 4121 
 672 , 278 , 5437 
 17 , 32 , 8926 
 735 , 268 , 6469 
 820 , 52 , 1445 
 75 , 40 , 7528 
 29 , 192 , 6648 
 992 , 165 , 8104 
 639 , 181 , 5659 
 695 , 219 , 1780 
 787 , 210 , 2601 
 768 , 129 , 9927 
 217 , 171 , 4104 
 162 , 45 , 7951 
 111 , 157 , 3639 
 211 , 38 , 8527 
 261 , 119 , 753 
 932 , 146 , 5314 
 724 , 155 , 8134 
 163 , 19 , 5275 
 499 , 178 , 5285 
 526 , 242 , 2080 
 27 , 26 , 5070 
 431 , 227 , 35 
 36 , 158 , 9415 
 468 , 197 , 4990 
 574 , 257 , 4083 
 910 , 58 , 157 
 221 , 3 , 6081 
 738 , 214 , 8681 
 912 , 9 , 8110 
 151 , 45 , 890 
 522 , 195 , 5364 
 1 , 277 , 142 
 555 , 88 , 2844 
 204 , 97 , 5308 
 278 , 92 , 6248 
 458 , 213 , 9980 
 45 , 269 , 1875 
 180 , 208 , 9900 
 107 , 241 , 912 
 987 , 84 , 3037 
 901 , 102 , 1361 
 733 , 114 , 3058 
 693 , 131 , 183 
 575 , 163 , 5828 
 893 , 130 , 1564 
 854 , 60 , 1382 
 600 , 3 , 4832 
 330 , 22 , 5449 
 974 , 54 , 3356 
 832 , 236 , 4264 
 985 , 258 , 9379 
 281 , 246 , 5150 
 306 , 181 , 3721 
 961 , 61 , 2040 
 850 , 253 , 367 
 332 , 88 , 8891 
 392 , 110 , 7055 
 793 , 138 , 6455 
 394 , 67 , 3444 
 94 , 134 , 6491 
 343 , 163 , 2023 
 730 , 251 , 6979 
 46 , 210 , 3671 
 538 , 166 , 1711 
 242 , 218 , 4563 
 878 , 178 , 3961 
 887 , 240 , 5106 
 854 , 61 , 8332 
 647 , 230 , 2278 
 504 , 190 , 774 
 291 , 160 , 3438 
 687 , 230 , 8234 
 745 , 62 , 4362 
 892 , 94 , 2247 
 456 , 140 , 718 
 212 , 196 , 2012 
 497 , 97 , 9852 
 356 , 278 , 3586 
 236 , 67 , 3426 
 721 , 198 , 2701 
 127 , 56 , 5325 
 164 , 264 , 632 
 258 , 160 , 5324 
 287 , 57 , 3845 
 944 , 70 , 1511 
 114 , 233 , 213 
 964 , 96 , 6421 
 196 , 27 , 803 
 87 , 128 , 4940 
 963 , 5 , 7357 
 16 , 103 , 2924 
 904 , 131 , 5420 
 345 , 142 , 6456 
 381 , 108 , 4422 
 397 , 204 , 1013 
 299 , 135 , 4383 
 597 , 187 , 9387 
 284 , 249 , 8473 
 424 , 229 , 1265 
 660 , 235 , 7603 
 691 , 103 , 6276 
 958 , 226 , 6501 
 774 , 76 , 3170 
 729 , 148 , 2581 
 402 , 76 , 825 
 99 , 28 , 1144 
 678 , 185 , 788 
 5 , 87 , 1474 
 91 , 204 , 1322 
 71 , 57 , 8356 
 958 , 274 , 9040 
 121 , 116 , 3469 
 109 , 72 , 3029 
 570 , 153 , 743 
 833 , 78 , 1166 
 6 , 183 , 1391 
 231 , 91 , 1654 
 896 , 154 , 9826 
 529 , 96 , 199 
 156 , 269 , 4349 
 34 , 83 , 7540 
 327 , 214 , 4303 
 90 , 217 , 3391 
 401 , 226 , 4922 
 355 , 88 , 7851 
 432 , 29 , 8019 
 122 , 89 , 1778 
 634 , 237 , 9941 
 135 , 174 , 1233 
 705 , 5 , 6336 
 328 , 9 , 2625 
 732 , 132 , 1378 
 130 , 50 , 2320 
 411 , 115 , 5823 
 576 , 95 , 6425 
 7 , 114 , 8824 
 213 , 188 , 7462 
 407 , 13 , 2743 
 400 , 264 , 3019 
 725 , 42 , 367 
 88 , 48 , 9426 
 430 , 9 , 4947 
 817 , 106 , 9482 
 141 , 71 , 6585 
 939 , 14 , 8318 
 283 , 271 , 9456 
 345 , 60 , 2391 
 89 , 273 , 5713 
 233 , 30 , 3255 
 164 , 22 , 9623 
 682 , 45 , 2729 
 833 , 34 , 9561 
 121 , 153 , 8274 
 942 , 244 , 6917 
 881 , 153 , 63 
 32 , 173 , 1973 
 440 , 9 , 3110 
 457 , 134 , 8249 
 446 , 60 , 4731 
 971 , 48 , 2807 
 149 , 223 , 9367 
 218 , 231 , 847 
 949 , 197 , 240 
 905 , 199 , 4987 
 352 , 49 , 5731 
 110 , 142 , 7661 
 742 , 66 , 1148 
 236 , 240 , 7206 
 325 , 58 , 4318 
 533 , 248 , 2342 
 377 , 278 , 3929 
 269 , 78 , 8912 
 333 , 173 , 6807 
 339 , 54 , 9833 
 188 , 221 , 4924 
 41 , 74 , 2593 
 995 , 109 , 4821 
 959 , 146 , 6807 
 749 , 212 , 6604 
 758 , 101 , 8396 
 430 , 252 , 5628 
 203 , 99 , 6066 
 923 , 208 , 6685 
 743 , 152 , 1611 
 903 , 244 , 3607 
 471 , 258 , 3064 
 653 , 262 , 3105 
 482 , 90 , 5404 
 850 , 246 , 5760 
 238 , 205 , 4451 
 118 , 105 , 5714 
 348 , 54 , 9214 
 856 , 237 , 8012 
 422 , 217 ,  
 138 , 103 , 211 
 122 , 101 , 1000 
 813 , 95 , 8578 
 148 , 190 , 4707 
 167 , 23 , 4495 
 316 , 155 , 854 
 552 , 205 , 656 
 272 , 104 , 8307 
 558 , 215 , 5185 
 490 , 65 , 1394 
 160 , 27 , 912 
 361 , 251 , 5693 
 666 , 145 , 3817 
 430 , 100 , 2754 
 212 , 23 , 8441 
 565 , 79 , 1992 
 835 , 65 , 7471 
 282 , 147 , 7152 
 500 , 205 , 6304 
 991 , 243 , 1644 
 980 , 79 , 6335 
 438 , 124 , 7180 
 926 , 24 , 3300 
 53 , 46 , 4162 
 997 , 239 , 8630 
 651 , 74 , 1380 
 44 , 164 , 2666 
 119 , 259 , 4555 
 263 , 277 , 5744 
 544 , 136 , 1446 
 898 , 144 , 9868 
 986 , 224 , 6629 
 460 , 125 , 4716 
 467 , 240 , 899 
 326 , 234 , 6595 
 158 , 120 , 8832 
 814 , 263 , 6346 
 703 , 202 , 7886 
 106 , 124 , 326 
 545 , 58 , 5952 
 252 , 179 , 5947 
 972 , 149 , 88 
 892 , 168 , 442 
 263 , 143 , 4672 
 236 , 125 , 5772 
 754 , 277 , 5918 
 894 , 114 , 9790 
 881 , 163 , 309 
 378 , 67 , 4664 
 193 , 167 , 3411 
 138 , 141 , 8290 
 652 , 242 , 7299 
 892 , 133 , 9410 
 628 , 277 , 7570 
 357 , 138 , 1676 
 886 , 262 , 3032 
 390 , 78 , 7700 
 432 , 50 , 4416 
 528 , 234 , 6078 
 643 , 232 , 3115 
 228 , 275 , 8188 
 112 , 229 , 6101 
 434 , 110 , 2562 
 509 , 79 , 3738 
 60 , 205 , 1527 
 478 , 87 , 4283 
